Source Name	Characteristics[OperatorVariation]	Characteristics[DataSource]	Characteristics[4 meta-groups]	Characteristics[15 meta-groups]	Characteristics[369 groups]	Characteristics[groups with 10 and more replicates]	Characteristics[Blood/NonBlood meta-groups]	Characteristics[Organism]	Characteristics[OrganismPart]	Characteristics[CellType]	Characteristics[CellLine]	Characteristics[DiseaseState]	Characteristics[DevelopmentalStage]	Characteristics[DiseaseStage]	Characteristics[Sex]	Characteristics[Age]	Characteristics[Generalization 6 on reduced data]	Labeled Extract Name	Label	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value[4 meta-groups]	Factor Value[15 meta-groups]	Factor Value[369 groups]	Factor Value[Blood-NonBlood meta-groups]	Factor Value[6 meta-groups]	Factor Value[4 groups from blood to incompletely diff]	Factor Value[96 groups]
GSM20971.CEL	"Roel,,Verhaak"	GSE1159	neoplasm	leukemia	acute myeloid leukemia	acute myeloid leukemia	blood	Homo sapiens	bone marrow	"blast cell, mononuclear cell"	  	acute myeloid leukemia	  	  	  	  	hematopoietic system	GSM20971.CEL_L	biotin	GSM20971.CEL	A-AFFY-33	GSM20971.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.10.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	leukemia	acute myeloid leukemia	blood	hematopoietic system	blood	acute myeloid leukemia
GSM20972.CEL	"Roel,,Verhaak"	GSE1159	neoplasm	leukemia	acute myeloid leukemia	acute myeloid leukemia	blood	Homo sapiens	bone marrow	"blast cell, mononuclear cell"	  	acute myeloid leukemia	  	  	  	  	hematopoietic system	GSM20972.CEL_L	biotin	GSM20972.CEL	A-AFFY-33	GSM20972.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.4.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	leukemia	acute myeloid leukemia	blood	hematopoietic system	blood	acute myeloid leukemia
GSM20973.CEL	"Roel,,Verhaak"	GSE1159	neoplasm	leukemia	acute myeloid leukemia	acute myeloid leukemia	blood	Homo sapiens	bone marrow	"blast cell, mononuclear cell"	  	acute myeloid leukemia	  	  	  	  	hematopoietic system	GSM20973.CEL_L	biotin	GSM20973.CEL	A-AFFY-33	GSM20973.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.5.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	leukemia	acute myeloid leukemia	blood	hematopoietic system	blood	acute myeloid leukemia
GSM20974.CEL	"Roel,,Verhaak"	GSE1159	neoplasm	leukemia	acute myeloid leukemia	acute myeloid leukemia	blood	Homo sapiens	bone marrow	"blast cell, mononuclear cell"	  	acute myeloid leukemia	  	  	  	  	hematopoietic system	GSM20974.CEL_L	biotin	GSM20974.CEL	A-AFFY-33	GSM20974.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.4.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	leukemia	acute myeloid leukemia	blood	hematopoietic system	blood	acute myeloid leukemia
GSM21206.CEL	"Eric,M,Blalock"	GSE1297	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	alzheimers disease	  	  	  	  	  	GSM21206.CEL_L	biotin	GSM21206.CEL	A-AFFY-33	GSM21206.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	non blood	  	the rest	    
GSM21215.CEL	"Eric,M,Blalock"	GSE1297	normal	normal solid tissue	hippocampus CA1	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	  	  	  	  	  	  	GSM21215.CEL_L	biotin	GSM21215.CEL	A-AFFY-33	GSM21215.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	hippocampus CA1	non blood	  	the rest	    
GSM21216.CEL	"Eric,M,Blalock"	GSE1297	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	alzheimers disease	  	  	  	  	  	GSM21216.CEL_L	biotin	GSM21216.CEL	A-AFFY-33	GSM21216.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	non blood	  	the rest	    
GSM21220.CEL	"Eric,M,Blalock"	GSE1297	normal	normal solid tissue	hippocampus CA1	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	  	  	  	  	  	  	GSM21220.CEL_L	biotin	GSM21220.CEL	A-AFFY-33	GSM21220.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	hippocampus CA1	non blood	  	the rest	    
GSM21221.CEL	"Eric,M,Blalock"	GSE1297	normal	normal solid tissue	hippocampus CA1	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	  	  	  	  	  	  	GSM21221.CEL_L	biotin	GSM21221.CEL	A-AFFY-33	GSM21221.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	hippocampus CA1	non blood	  	the rest	    
GSM21222.CEL	"Eric,M,Blalock"	GSE1297	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	alzheimers disease	  	  	  	  	  	GSM21222.CEL_L	biotin	GSM21222.CEL	A-AFFY-33	GSM21222.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	non blood	  	the rest	    
GSM21224.CEL	"Eric,M,Blalock"	GSE1297	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	alzheimers disease	  	  	  	  	  	GSM21224.CEL_L	biotin	GSM21224.CEL	A-AFFY-33	GSM21224.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	non blood	  	the rest	    
GSM21225.CEL	"Eric,M,Blalock"	GSE1297	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	alzheimers disease	  	  	  	  	  	GSM21225.CEL_L	biotin	GSM21225.CEL	A-AFFY-33	GSM21225.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	non blood	  	the rest	    
GSM21226.CEL	"Eric,M,Blalock"	GSE1297	normal	normal solid tissue	hippocampus CA1	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	  	  	  	  	  	  	GSM21226.CEL_L	biotin	GSM21226.CEL	A-AFFY-33	GSM21226.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	hippocampus CA1	non blood	  	the rest	    
GSM21228.CEL	"Eric,M,Blalock"	GSE1297	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	alzheimers disease	  	  	  	  	  	GSM21228.CEL_L	biotin	GSM21228.CEL	A-AFFY-33	GSM21228.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	non blood	  	the rest	    
GSM21229.CEL	"Eric,M,Blalock"	GSE1297	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	alzheimers disease	  	  	  	  	  	GSM21229.CEL_L	biotin	GSM21229.CEL	A-AFFY-33	GSM21229.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	non blood	  	the rest	    
GSM21231.CEL	"Eric,M,Blalock"	GSE1297	normal	normal solid tissue	hippocampus CA1	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	  	  	  	  	  	  	GSM21231.CEL_L	biotin	GSM21231.CEL	A-AFFY-33	GSM21231.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	hippocampus CA1	non blood	  	the rest	    
GSM21233.CEL	"Eric,M,Blalock"	GSE1297	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	  	non blood	Homo sapiens	hippocampal CA1 tissue	  	  	alzheimers disease	  	  	  	  	  	GSM21233.CEL_L	biotin	GSM21233.CEL	A-AFFY-33	GSM21233.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.67.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	hippocampus CA1 Alzheimers	non blood	  	the rest	    
GSM21631.CEL	"Scott,A.,Ness"	GSE1318	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	"breast cancer, adenovirus expressing GFP"	  	  	  	  	cell line	GSM21631.CEL_L	biotin	GSM21631.CEL	A-AFFY-33	GSM21631.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.79.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM21635.CEL	"Scott,A.,Ness"	GSE1318	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	"breast cancer, adenovirus expressing GFP"	  	  	  	  	cell line	GSM21635.CEL_L	biotin	GSM21635.CEL	A-AFFY-33	GSM21635.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.82.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM21706.CEL	"Jeff,,Shearstone"	GSE1317	cell line	non neoplastic cell line	skin basal cell UV treated	  	non blood	Homo sapiens	skin	"basal cell, UV treated"	cultured	  	  	  	  	  	  	GSM21706.CEL_L	biotin	GSM21706.CEL	A-AFFY-33	GSM21706.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.110.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	non neoplastic cell line	skin basal cell UV treated	non blood	  	the rest	    
GSM21707.CEL	"Jeff,,Shearstone"	GSE1317	cell line	non neoplastic cell line	skin basal cell UV treated	  	non blood	Homo sapiens	skin	"basal cell, UV treated"	cultured	  	  	  	  	  	  	GSM21707.CEL_L	biotin	GSM21707.CEL	A-AFFY-33	GSM21707.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.110.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	non neoplastic cell line	skin basal cell UV treated	non blood	  	the rest	    
GSM21708.CEL	"Jeff,,Shearstone"	GSE1317	cell line	non neoplastic cell line	skin basal cell UV treated	  	non blood	Homo sapiens	skin	"basal cell, UV treated"	cultured	  	  	  	  	  	  	GSM21708.CEL_L	biotin	GSM21708.CEL	A-AFFY-33	GSM21708.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.110.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	non neoplastic cell line	skin basal cell UV treated	non blood	  	the rest	    
GSM23117.CEL	"Carol,,Westbrook"	GSE1400	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM23117.CEL_L	biotin	GSM23117.CEL	A-AFFY-33	GSM23117.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.82.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM23118.CEL	"Carol,,Westbrook"	GSE1400	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM23118.CEL_L	biotin	GSM23118.CEL	A-AFFY-33	GSM23118.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM23119.CEL	"Carol,,Westbrook"	GSE1400	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM23119.CEL_L	biotin	GSM23119.CEL	A-AFFY-33	GSM23119.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.81.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM23120.CEL	"Carol,,Westbrook"	GSE1400	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM23120.CEL_L	biotin	GSM23120.CEL	A-AFFY-33	GSM23120.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.82.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM23121.CEL	"Carol,,Westbrook"	GSE1400	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM23121.CEL_L	biotin	GSM23121.CEL	A-AFFY-33	GSM23121.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.81.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM23122.CEL	"Carol,,Westbrook"	GSE1400	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM23122.CEL_L	biotin	GSM23122.CEL	A-AFFY-33	GSM23122.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM23227.CEL	"Richard,Steven,Mitchell"	GSE1410	cell line	non neoplastic cell line	293t-tva	  	non blood	Homo sapiens	kidney	  	293t-tva	  	embryo	  	  	  	  	GSM23227.CEL_L	biotin	GSM23227.CEL	A-AFFY-33	GSM23227.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.1.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	non neoplastic cell line	293t-tva	non blood	  	the rest	    
GSM23372.CEL	"Garrett,,Frampton"	GSE1417	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	HeLa cervical adenocarcinoma	non blood	Homo sapiens	cervix	  	HeLa	cervical carcinoma	  	  	  	  	cell line	GSM23372.CEL_L	biotin	GSM23372.CEL	A-AFFY-33	GSM23372.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.63.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	non blood	cell line	the rest	HeLa cervical adenocarcinoma
GSM23373.CEL	"Garrett,,Frampton"	GSE1417	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	HeLa cervical adenocarcinoma	non blood	Homo sapiens	cervix	  	HeLa	cervical carcinoma	  	  	  	  	cell line	GSM23373.CEL_L	biotin	GSM23373.CEL	A-AFFY-33	GSM23373.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.63.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	non blood	cell line	the rest	HeLa cervical adenocarcinoma
GSM23377.CEL	"Garrett,,Frampton"	GSE1417	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	HeLa cervical adenocarcinoma	non blood	Homo sapiens	cervix	  	HeLa	cervical carcinoma	  	  	  	  	cell line	GSM23377.CEL_L	biotin	GSM23377.CEL	A-AFFY-33	GSM23377.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.63.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	non blood	cell line	the rest	HeLa cervical adenocarcinoma
GSM23378.CEL	"Garrett,,Frampton"	GSE1417	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	HeLa cervical adenocarcinoma	non blood	Homo sapiens	cervix	  	HeLa	cervical carcinoma	  	  	  	  	cell line	GSM23378.CEL_L	biotin	GSM23378.CEL	A-AFFY-33	GSM23378.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.64.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	non blood	cell line	the rest	HeLa cervical adenocarcinoma
GSM23382.CEL	"Garrett,,Frampton"	GSE1417	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	HeLa cervical adenocarcinoma	non blood	Homo sapiens	cervix	  	HeLa	cervical carcinoma	  	  	  	  	cell line	GSM23382.CEL_L	biotin	GSM23382.CEL	A-AFFY-33	GSM23382.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.64.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	non blood	cell line	the rest	HeLa cervical adenocarcinoma
GSM23383.CEL	"Garrett,,Frampton"	GSE1417	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	HeLa cervical adenocarcinoma	non blood	Homo sapiens	cervix	  	HeLa	cervical carcinoma	  	  	  	  	cell line	GSM23383.CEL_L	biotin	GSM23383.CEL	A-AFFY-33	GSM23383.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.64.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	non blood	cell line	the rest	HeLa cervical adenocarcinoma
